claim_id,manuscript_section,proposed_claim,status,raw_source,json_or_line_locator,branch,commit,artifact_sha256,calculation_script,verified_value,unit,sample_size,statistical_method,limitations,include_or_omit
GAME-C09,Primary results table,Fresh paired effect for Matched3 / first.,VERIFIED,paper/data/fresh_confirmation/raw/Matched1.json; paper/data/fresh_confirmation/raw/Matched2.json; paper/data/fresh_confirmation/raw/Matched3.json; paper/data/fresh_confirmation/raw/Matched4.json; paper/data/fresh_confirmation/raw/Broader1.json; paper/data/fresh_confirmation/raw/Broader2.json; paper/data/fresh_confirmation/raw/Broader3.json; training/evaluate_deterministic_crn.py; artifacts/sprint_870/opponents/Broader1/agent/search.py; artifacts/sprint_870/opponents/Broader1/main.py; artifacts/sprint_870/opponents/Broader2/ptcg_ai/Broader2/search.py; artifacts/sprint_870/opponents/Broader2/main.py; vendor/cg/api.py; ptcg_ai/external.py,matching source root rows,paper/aps-open-science-202608,c17434252deb8fdc3b42b2c12a58f18ca646215e,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb; b2d325adbfa752ea2ef05cc0e6c001ca5b2624e70aa5b3230fe61f16f2032370; c52c072d1df4dd6d8dfbbf668d2aeeee553a50b6cb12b0157a523b1d9b2b9734; 1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef; a25e535548268f23ec364de322a5b42566da35a4b0ada4eb6b6f3bf375457ab7; 3892c62c01a04a8b8c24a2d824827096c72ba7b543a97407e763d53b0dd0bac1; e414b58f370c6457e36dcd145c6dbbad80a2fad178ce3112a01fc533ca25bb65; fa60021b0906401aeb2c7c33e0f65f586eff256d83d689d688a86a40480e1341; 658ed0280ed70bad423d39b35a19a79491518fbbf2a82996ac9ac00d90204b6a; 7ce106340de055db14e283bf692d10d4ebbaff136d2825caa84c377175376537; 14fdb20b672aa16a6f7d02a1b923f4194d44c26f082ddddb288e729f64c2c291; 4f7dd46f778e75bc9d865619f2577129ab4ad4ae643a41e4b4876297760bbb5c; 593f1298e52a635f90f8f505a52113e9af114f444c293404e37906f18ee06ced; f18294f2e1ee60630fdcc8a63422aa1115365a0b31edeb4ffa6079a270944283,paper/scripts/analyze_results.py,"-5.0 pp; CI [-13.5, +3.5]; Holm p=1",percentage points,200,paired bootstrap; exact McNemar; Holm over 14 cells,"Secondary cell estimate; multiplicity-adjusted and not population inference. The raw evaluator serializes hashes, workers, seeds, orders, seats, outcomes, and errors, but not max-decisions or opponent environment. The committed protocol and frozen runner command specify max-decisions=2000 and NO_SEARCH=1 for Broader 3; those two settings are not independently recoverable from rows. Candidate and control share the scheduled gameplay-engine seed, opponent, actual order, and physical seat, but execute as separate process-pool tasks. Search-enabled Broader1 and Broader2 use wall-clock deadlines and process-local native search state, so opponent-search randomness and runtime were not coupled. The paired-resampling interval and McNemar calculation are conditional on this one realized execution and do not capture run-to-run timing/native-state variation or cross-game worker dependence.",INCLUDE
GAME-C10,Primary results table,Fresh paired effect for Matched3 / second.,VERIFIED,paper/data/fresh_confirmation/raw/Matched1.json; paper/data/fresh_confirmation/raw/Matched2.json; paper/data/fresh_confirmation/raw/Matched3.json; paper/data/fresh_confirmation/raw/Matched4.json; paper/data/fresh_confirmation/raw/Broader1.json; paper/data/fresh_confirmation/raw/Broader2.json; paper/data/fresh_confirmation/raw/Broader3.json; training/evaluate_deterministic_crn.py; artifacts/sprint_870/opponents/Broader1/agent/search.py; artifacts/sprint_870/opponents/Broader1/main.py; artifacts/sprint_870/opponents/Broader2/ptcg_ai/Broader2/search.py; artifacts/sprint_870/opponents/Broader2/main.py; vendor/cg/api.py; ptcg_ai/external.py,matching source root rows,paper/aps-open-science-202608,c17434252deb8fdc3b42b2c12a58f18ca646215e,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb; b2d325adbfa752ea2ef05cc0e6c001ca5b2624e70aa5b3230fe61f16f2032370; c52c072d1df4dd6d8dfbbf668d2aeeee553a50b6cb12b0157a523b1d9b2b9734; 1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef; a25e535548268f23ec364de322a5b42566da35a4b0ada4eb6b6f3bf375457ab7; 3892c62c01a04a8b8c24a2d824827096c72ba7b543a97407e763d53b0dd0bac1; e414b58f370c6457e36dcd145c6dbbad80a2fad178ce3112a01fc533ca25bb65; fa60021b0906401aeb2c7c33e0f65f586eff256d83d689d688a86a40480e1341; 658ed0280ed70bad423d39b35a19a79491518fbbf2a82996ac9ac00d90204b6a; 7ce106340de055db14e283bf692d10d4ebbaff136d2825caa84c377175376537; 14fdb20b672aa16a6f7d02a1b923f4194d44c26f082ddddb288e729f64c2c291; 4f7dd46f778e75bc9d865619f2577129ab4ad4ae643a41e4b4876297760bbb5c; 593f1298e52a635f90f8f505a52113e9af114f444c293404e37906f18ee06ced; f18294f2e1ee60630fdcc8a63422aa1115365a0b31edeb4ffa6079a270944283,paper/scripts/analyze_results.py,"+7.0 pp; CI [-1.0, +15.0]; Holm p=1",percentage points,200,paired bootstrap; exact McNemar; Holm over 14 cells,"Secondary cell estimate; multiplicity-adjusted and not population inference. The raw evaluator serializes hashes, workers, seeds, orders, seats, outcomes, and errors, but not max-decisions or opponent environment. The committed protocol and frozen runner command specify max-decisions=2000 and NO_SEARCH=1 for Broader 3; those two settings are not independently recoverable from rows. Candidate and control share the scheduled gameplay-engine seed, opponent, actual order, and physical seat, but execute as separate process-pool tasks. Search-enabled Broader1 and Broader2 use wall-clock deadlines and process-local native search state, so opponent-search randomness and runtime were not coupled. The paired-resampling interval and McNemar calculation are conditional on this one realized execution and do not capture run-to-run timing/native-state variation or cross-game worker dependence.",INCLUDE
GAME-C11,Primary results table,Fresh paired effect for Matched4 / first.,VERIFIED,paper/data/fresh_confirmation/raw/Matched1.json; paper/data/fresh_confirmation/raw/Matched2.json; paper/data/fresh_confirmation/raw/Matched3.json; paper/data/fresh_confirmation/raw/Matched4.json; paper/data/fresh_confirmation/raw/Broader1.json; paper/data/fresh_confirmation/raw/Broader2.json; paper/data/fresh_confirmation/raw/Broader3.json; training/evaluate_deterministic_crn.py; artifacts/sprint_870/opponents/Broader1/agent/search.py; artifacts/sprint_870/opponents/Broader1/main.py; artifacts/sprint_870/opponents/Broader2/ptcg_ai/Broader2/search.py; artifacts/sprint_870/opponents/Broader2/main.py; vendor/cg/api.py; ptcg_ai/external.py,matching source root rows,paper/aps-open-science-202608,c17434252deb8fdc3b42b2c12a58f18ca646215e,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb; b2d325adbfa752ea2ef05cc0e6c001ca5b2624e70aa5b3230fe61f16f2032370; c52c072d1df4dd6d8dfbbf668d2aeeee553a50b6cb12b0157a523b1d9b2b9734; 1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef; a25e535548268f23ec364de322a5b42566da35a4b0ada4eb6b6f3bf375457ab7; 3892c62c01a04a8b8c24a2d824827096c72ba7b543a97407e763d53b0dd0bac1; e414b58f370c6457e36dcd145c6dbbad80a2fad178ce3112a01fc533ca25bb65; fa60021b0906401aeb2c7c33e0f65f586eff256d83d689d688a86a40480e1341; 658ed0280ed70bad423d39b35a19a79491518fbbf2a82996ac9ac00d90204b6a; 7ce106340de055db14e283bf692d10d4ebbaff136d2825caa84c377175376537; 14fdb20b672aa16a6f7d02a1b923f4194d44c26f082ddddb288e729f64c2c291; 4f7dd46f778e75bc9d865619f2577129ab4ad4ae643a41e4b4876297760bbb5c; 593f1298e52a635f90f8f505a52113e9af114f444c293404e37906f18ee06ced; f18294f2e1ee60630fdcc8a63422aa1115365a0b31edeb4ffa6079a270944283,paper/scripts/analyze_results.py,"+7.0 pp; CI [-1.5, +15.5]; Holm p=1",percentage points,200,paired bootstrap; exact McNemar; Holm over 14 cells,"Secondary cell estimate; multiplicity-adjusted and not population inference. The raw evaluator serializes hashes, workers, seeds, orders, seats, outcomes, and errors, but not max-decisions or opponent environment. The committed protocol and frozen runner command specify max-decisions=2000 and NO_SEARCH=1 for Broader 3; those two settings are not independently recoverable from rows. Candidate and control share the scheduled gameplay-engine seed, opponent, actual order, and physical seat, but execute as separate process-pool tasks. Search-enabled Broader1 and Broader2 use wall-clock deadlines and process-local native search state, so opponent-search randomness and runtime were not coupled. The paired-resampling interval and McNemar calculation are conditional on this one realized execution and do not capture run-to-run timing/native-state variation or cross-game worker dependence.",INCLUDE
GAME-C12,Primary results table,Fresh paired effect for Matched4 / second.,VERIFIED,paper/data/fresh_confirmation/raw/Matched1.json; paper/data/fresh_confirmation/raw/Matched2.json; paper/data/fresh_confirmation/raw/Matched3.json; paper/data/fresh_confirmation/raw/Matched4.json; paper/data/fresh_confirmation/raw/Broader1.json; paper/data/fresh_confirmation/raw/Broader2.json; paper/data/fresh_confirmation/raw/Broader3.json; training/evaluate_deterministic_crn.py; artifacts/sprint_870/opponents/Broader1/agent/search.py; artifacts/sprint_870/opponents/Broader1/main.py; artifacts/sprint_870/opponents/Broader2/ptcg_ai/Broader2/search.py; artifacts/sprint_870/opponents/Broader2/main.py; vendor/cg/api.py; ptcg_ai/external.py,matching source root rows,paper/aps-open-science-202608,c17434252deb8fdc3b42b2c12a58f18ca646215e,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb; b2d325adbfa752ea2ef05cc0e6c001ca5b2624e70aa5b3230fe61f16f2032370; c52c072d1df4dd6d8dfbbf668d2aeeee553a50b6cb12b0157a523b1d9b2b9734; 1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef; a25e535548268f23ec364de322a5b42566da35a4b0ada4eb6b6f3bf375457ab7; 3892c62c01a04a8b8c24a2d824827096c72ba7b543a97407e763d53b0dd0bac1; e414b58f370c6457e36dcd145c6dbbad80a2fad178ce3112a01fc533ca25bb65; fa60021b0906401aeb2c7c33e0f65f586eff256d83d689d688a86a40480e1341; 658ed0280ed70bad423d39b35a19a79491518fbbf2a82996ac9ac00d90204b6a; 7ce106340de055db14e283bf692d10d4ebbaff136d2825caa84c377175376537; 14fdb20b672aa16a6f7d02a1b923f4194d44c26f082ddddb288e729f64c2c291; 4f7dd46f778e75bc9d865619f2577129ab4ad4ae643a41e4b4876297760bbb5c; 593f1298e52a635f90f8f505a52113e9af114f444c293404e37906f18ee06ced; f18294f2e1ee60630fdcc8a63422aa1115365a0b31edeb4ffa6079a270944283,paper/scripts/analyze_results.py,"+3.5 pp; CI [-5.0, +12.0]; Holm p=1",percentage points,200,paired bootstrap; exact McNemar; Holm over 14 cells,"Secondary cell estimate; multiplicity-adjusted and not population inference. The raw evaluator serializes hashes, workers, seeds, orders, seats, outcomes, and errors, but not max-decisions or opponent environment. The committed protocol and frozen runner command specify max-decisions=2000 and NO_SEARCH=1 for Broader 3; those two settings are not independently recoverable from rows. Candidate and control share the scheduled gameplay-engine seed, opponent, actual order, and physical seat, but execute as separate process-pool tasks. Search-enabled Broader1 and Broader2 use wall-clock deadlines and process-local native search state, so opponent-search randomness and runtime were not coupled. The paired-resampling interval and McNemar calculation are conditional on this one realized execution and do not capture run-to-run timing/native-state variation or cross-game worker dependence.",INCLUDE
GAME-C13,Primary results table,Fresh paired effect for Broader1 / first.,VERIFIED,paper/data/fresh_confirmation/raw/Matched1.json; paper/data/fresh_confirmation/raw/Matched2.json; paper/data/fresh_confirmation/raw/Matched3.json; paper/data/fresh_confirmation/raw/Matched4.json; paper/data/fresh_confirmation/raw/Broader1.json; paper/data/fresh_confirmation/raw/Broader2.json; paper/data/fresh_confirmation/raw/Broader3.json; training/evaluate_deterministic_crn.py; artifacts/sprint_870/opponents/Broader1/agent/search.py; artifacts/sprint_870/opponents/Broader1/main.py; artifacts/sprint_870/opponents/Broader2/ptcg_ai/Broader2/search.py; artifacts/sprint_870/opponents/Broader2/main.py; vendor/cg/api.py; ptcg_ai/external.py,matching source root rows,paper/aps-open-science-202608,c17434252deb8fdc3b42b2c12a58f18ca646215e,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb; b2d325adbfa752ea2ef05cc0e6c001ca5b2624e70aa5b3230fe61f16f2032370; c52c072d1df4dd6d8dfbbf668d2aeeee553a50b6cb12b0157a523b1d9b2b9734; 1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef; a25e535548268f23ec364de322a5b42566da35a4b0ada4eb6b6f3bf375457ab7; 3892c62c01a04a8b8c24a2d824827096c72ba7b543a97407e763d53b0dd0bac1; e414b58f370c6457e36dcd145c6dbbad80a2fad178ce3112a01fc533ca25bb65; fa60021b0906401aeb2c7c33e0f65f586eff256d83d689d688a86a40480e1341; 658ed0280ed70bad423d39b35a19a79491518fbbf2a82996ac9ac00d90204b6a; 7ce106340de055db14e283bf692d10d4ebbaff136d2825caa84c377175376537; 14fdb20b672aa16a6f7d02a1b923f4194d44c26f082ddddb288e729f64c2c291; 4f7dd46f778e75bc9d865619f2577129ab4ad4ae643a41e4b4876297760bbb5c; 593f1298e52a635f90f8f505a52113e9af114f444c293404e37906f18ee06ced; f18294f2e1ee60630fdcc8a63422aa1115365a0b31edeb4ffa6079a270944283,paper/scripts/analyze_results.py,"+5.5 pp; CI [-1.5, +12.5]; Holm p=1",percentage points,200,paired bootstrap; exact McNemar; Holm over 14 cells,"Secondary cell estimate; multiplicity-adjusted and not population inference. The raw evaluator serializes hashes, workers, seeds, orders, seats, outcomes, and errors, but not max-decisions or opponent environment. The committed protocol and frozen runner command specify max-decisions=2000 and NO_SEARCH=1 for Broader 3; those two settings are not independently recoverable from rows. Candidate and control share the scheduled gameplay-engine seed, opponent, actual order, and physical seat, but execute as separate process-pool tasks. Search-enabled Broader1 and Broader2 use wall-clock deadlines and process-local native search state, so opponent-search randomness and runtime were not coupled. The paired-resampling interval and McNemar calculation are conditional on this one realized execution and do not capture run-to-run timing/native-state variation or cross-game worker dependence.",INCLUDE
GAME-C14,Primary results table,Fresh paired effect for Broader1 / second.,VERIFIED,paper/data/fresh_confirmation/raw/Matched1.json; paper/data/fresh_confirmation/raw/Matched2.json; paper/data/fresh_confirmation/raw/Matched3.json; paper/data/fresh_confirmation/raw/Matched4.json; paper/data/fresh_confirmation/raw/Broader1.json; paper/data/fresh_confirmation/raw/Broader2.json; paper/data/fresh_confirmation/raw/Broader3.json; training/evaluate_deterministic_crn.py; artifacts/sprint_870/opponents/Broader1/agent/search.py; artifacts/sprint_870/opponents/Broader1/main.py; artifacts/sprint_870/opponents/Broader2/ptcg_ai/Broader2/search.py; artifacts/sprint_870/opponents/Broader2/main.py; vendor/cg/api.py; ptcg_ai/external.py,matching source root rows,paper/aps-open-science-202608,c17434252deb8fdc3b42b2c12a58f18ca646215e,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb; b2d325adbfa752ea2ef05cc0e6c001ca5b2624e70aa5b3230fe61f16f2032370; c52c072d1df4dd6d8dfbbf668d2aeeee553a50b6cb12b0157a523b1d9b2b9734; 1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef; a25e535548268f23ec364de322a5b42566da35a4b0ada4eb6b6f3bf375457ab7; 3892c62c01a04a8b8c24a2d824827096c72ba7b543a97407e763d53b0dd0bac1; e414b58f370c6457e36dcd145c6dbbad80a2fad178ce3112a01fc533ca25bb65; fa60021b0906401aeb2c7c33e0f65f586eff256d83d689d688a86a40480e1341; 658ed0280ed70bad423d39b35a19a79491518fbbf2a82996ac9ac00d90204b6a; 7ce106340de055db14e283bf692d10d4ebbaff136d2825caa84c377175376537; 14fdb20b672aa16a6f7d02a1b923f4194d44c26f082ddddb288e729f64c2c291; 4f7dd46f778e75bc9d865619f2577129ab4ad4ae643a41e4b4876297760bbb5c; 593f1298e52a635f90f8f505a52113e9af114f444c293404e37906f18ee06ced; f18294f2e1ee60630fdcc8a63422aa1115365a0b31edeb4ffa6079a270944283,paper/scripts/analyze_results.py,"+2.0 pp; CI [-7.0, +11.0]; Holm p=1",percentage points,200,paired bootstrap; exact McNemar; Holm over 14 cells,"Secondary cell estimate; multiplicity-adjusted and not population inference. The raw evaluator serializes hashes, workers, seeds, orders, seats, outcomes, and errors, but not max-decisions or opponent environment. The committed protocol and frozen runner command specify max-decisions=2000 and NO_SEARCH=1 for Broader 3; those two settings are not independently recoverable from rows. Candidate and control share the scheduled gameplay-engine seed, opponent, actual order, and physical seat, but execute as separate process-pool tasks. Search-enabled Broader1 and Broader2 use wall-clock deadlines and process-local native search state, so opponent-search randomness and runtime were not coupled. The paired-resampling interval and McNemar calculation are conditional on this one realized execution and do not capture run-to-run timing/native-state variation or cross-game worker dependence.",INCLUDE
GAME-O-FIRST,Generalization,Fresh effect by actual order: first.,VERIFIED,paper/data/fresh_confirmation/raw/Matched1.json; paper/data/fresh_confirmation/raw/Matched2.json; paper/data/fresh_confirmation/raw/Matched3.json; paper/data/fresh_confirmation/raw/Matched4.json; paper/data/fresh_confirmation/raw/Broader1.json; paper/data/fresh_confirmation/raw/Broader2.json; paper/data/fresh_confirmation/raw/Broader3.json; training/evaluate_deterministic_crn.py; artifacts/sprint_870/opponents/Broader1/agent/search.py; artifacts/sprint_870/opponents/Broader1/main.py; artifacts/sprint_870/opponents/Broader2/ptcg_ai/Broader2/search.py; artifacts/sprint_870/opponents/Broader2/main.py; vendor/cg/api.py; ptcg_ai/external.py,$.fresh_confirmation.by_actual_order.first,paper/aps-open-science-202608,c17434252deb8fdc3b42b2c12a58f18ca646215e,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb; b2d325adbfa752ea2ef05cc0e6c001ca5b2624e70aa5b3230fe61f16f2032370; c52c072d1df4dd6d8dfbbf668d2aeeee553a50b6cb12b0157a523b1d9b2b9734; 1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef; a25e535548268f23ec364de322a5b42566da35a4b0ada4eb6b6f3bf375457ab7; 3892c62c01a04a8b8c24a2d824827096c72ba7b543a97407e763d53b0dd0bac1; e414b58f370c6457e36dcd145c6dbbad80a2fad178ce3112a01fc533ca25bb65; fa60021b0906401aeb2c7c33e0f65f586eff256d83d689d688a86a40480e1341; 658ed0280ed70bad423d39b35a19a79491518fbbf2a82996ac9ac00d90204b6a; 7ce106340de055db14e283bf692d10d4ebbaff136d2825caa84c377175376537; 14fdb20b672aa16a6f7d02a1b923f4194d44c26f082ddddb288e729f64c2c291; 4f7dd46f778e75bc9d865619f2577129ab4ad4ae643a41e4b4876297760bbb5c; 593f1298e52a635f90f8f505a52113e9af114f444c293404e37906f18ee06ced; f18294f2e1ee60630fdcc8a63422aa1115365a0b31edeb4ffa6079a270944283,paper/scripts/analyze_results.py,"+3.14 pp; CI [+0.21, +6.07]",percentage points,1400,paired bootstrap averaged across opponent cells,"Secondary descriptive split. The raw evaluator serializes hashes, workers, seeds, orders, seats, outcomes, and errors, but not max-decisions or opponent environment. The committed protocol and frozen runner command specify max-decisions=2000 and NO_SEARCH=1 for Broader 3; those two settings are not independently recoverable from rows. Candidate and control share the scheduled gameplay-engine seed, opponent, actual order, and physical seat, but execute as separate process-pool tasks. Search-enabled Broader1 and Broader2 use wall-clock deadlines and process-local native search state, so opponent-search randomness and runtime were not coupled. The paired-resampling interval and McNemar calculation are conditional on this one realized execution and do not capture run-to-run timing/native-state variation or cross-game worker dependence.",INCLUDE
GAME-O-SECOND,Generalization,Fresh effect by actual order: second.,VERIFIED,paper/data/fresh_confirmation/raw/Matched1.json; paper/data/fresh_confirmation/raw/Matched2.json; paper/data/fresh_confirmation/raw/Matched3.json; paper/data/fresh_confirmation/raw/Matched4.json; paper/data/fresh_confirmation/raw/Broader1.json; paper/data/fresh_confirmation/raw/Broader2.json; paper/data/fresh_confirmation/raw/Broader3.json; training/evaluate_deterministic_crn.py; artifacts/sprint_870/opponents/Broader1/agent/search.py; artifacts/sprint_870/opponents/Broader1/main.py; artifacts/sprint_870/opponents/Broader2/ptcg_ai/Broader2/search.py; artifacts/sprint_870/opponents/Broader2/main.py; vendor/cg/api.py; ptcg_ai/external.py,$.fresh_confirmation.by_actual_order.second,paper/aps-open-science-202608,c17434252deb8fdc3b42b2c12a58f18ca646215e,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb; b2d325adbfa752ea2ef05cc0e6c001ca5b2624e70aa5b3230fe61f16f2032370; c52c072d1df4dd6d8dfbbf668d2aeeee553a50b6cb12b0157a523b1d9b2b9734; 1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef; a25e535548268f23ec364de322a5b42566da35a4b0ada4eb6b6f3bf375457ab7; 3892c62c01a04a8b8c24a2d824827096c72ba7b543a97407e763d53b0dd0bac1; e414b58f370c6457e36dcd145c6dbbad80a2fad178ce3112a01fc533ca25bb65; fa60021b0906401aeb2c7c33e0f65f586eff256d83d689d688a86a40480e1341; 658ed0280ed70bad423d39b35a19a79491518fbbf2a82996ac9ac00d90204b6a; 7ce106340de055db14e283bf692d10d4ebbaff136d2825caa84c377175376537; 14fdb20b672aa16a6f7d02a1b923f4194d44c26f082ddddb288e729f64c2c291; 4f7dd46f778e75bc9d865619f2577129ab4ad4ae643a41e4b4876297760bbb5c; 593f1298e52a635f90f8f505a52113e9af114f444c293404e37906f18ee06ced; f18294f2e1ee60630fdcc8a63422aa1115365a0b31edeb4ffa6079a270944283,paper/scripts/analyze_results.py,"+2.43 pp; CI [-0.64, +5.50]",percentage points,1400,paired bootstrap averaged across opponent cells,"Secondary descriptive split. The raw evaluator serializes hashes, workers, seeds, orders, seats, outcomes, and errors, but not max-decisions or opponent environment. The committed protocol and frozen runner command specify max-decisions=2000 and NO_SEARCH=1 for Broader 3; those two settings are not independently recoverable from rows. Candidate and control share the scheduled gameplay-engine seed, opponent, actual order, and physical seat, but execute as separate process-pool tasks. Search-enabled Broader1 and Broader2 use wall-clock deadlines and process-local native search state, so opponent-search randomness and runtime were not coupled. The paired-resampling interval and McNemar calculation are conditional on this one realized execution and do not capture run-to-run timing/native-state variation or cross-game worker dependence.",INCLUDE
GAME-F-Matched,Generalization,Fresh equal-cell effect for frozen Matched opponent family.,VERIFIED,paper/data/fresh_confirmation/raw/Matched1.json; paper/data/fresh_confirmation/raw/Matched2.json; paper/data/fresh_confirmation/raw/Matched3.json; paper/data/fresh_confirmation/raw/Matched4.json; paper/data/fresh_confirmation/raw/Broader1.json; paper/data/fresh_confirmation/raw/Broader2.json; paper/data/fresh_confirmation/raw/Broader3.json; training/evaluate_deterministic_crn.py; artifacts/sprint_870/opponents/Broader1/agent/search.py; artifacts/sprint_870/opponents/Broader1/main.py; artifacts/sprint_870/opponents/Broader2/ptcg_ai/Broader2/search.py; artifacts/sprint_870/opponents/Broader2/main.py; vendor/cg/api.py; ptcg_ai/external.py,$.fresh_confirmation.by_opponent_family.Matched,paper/aps-open-science-202608,c17434252deb8fdc3b42b2c12a58f18ca646215e,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb; b2d325adbfa752ea2ef05cc0e6c001ca5b2624e70aa5b3230fe61f16f2032370; c52c072d1df4dd6d8dfbbf668d2aeeee553a50b6cb12b0157a523b1d9b2b9734; 1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef; a25e535548268f23ec364de322a5b42566da35a4b0ada4eb6b6f3bf375457ab7; 3892c62c01a04a8b8c24a2d824827096c72ba7b543a97407e763d53b0dd0bac1; e414b58f370c6457e36dcd145c6dbbad80a2fad178ce3112a01fc533ca25bb65; fa60021b0906401aeb2c7c33e0f65f586eff256d83d689d688a86a40480e1341; 658ed0280ed70bad423d39b35a19a79491518fbbf2a82996ac9ac00d90204b6a; 7ce106340de055db14e283bf692d10d4ebbaff136d2825caa84c377175376537; 14fdb20b672aa16a6f7d02a1b923f4194d44c26f082ddddb288e729f64c2c291; 4f7dd46f778e75bc9d865619f2577129ab4ad4ae643a41e4b4876297760bbb5c; 593f1298e52a635f90f8f505a52113e9af114f444c293404e37906f18ee06ced; f18294f2e1ee60630fdcc8a63422aa1115365a0b31edeb4ffa6079a270944283,paper/scripts/analyze_results.py,"+3.88 pp; CI [+0.88, +6.88]",percentage points,1600,paired bootstrap averaged across family/order cells,"Family is a fixed engineering grouping, not a random sample. The raw evaluator serializes hashes, workers, seeds, orders, seats, outcomes, and errors, but not max-decisions or opponent environment. The committed protocol and frozen runner command specify max-decisions=2000 and NO_SEARCH=1 for Broader 3; those two settings are not independently recoverable from rows. Candidate and control share the scheduled gameplay-engine seed, opponent, actual order, and physical seat, but execute as separate process-pool tasks. Search-enabled Broader1 and Broader2 use wall-clock deadlines and process-local native search state, so opponent-search randomness and runtime were not coupled. The paired-resampling interval and McNemar calculation are conditional on this one realized execution and do not capture run-to-run timing/native-state variation or cross-game worker dependence.",INCLUDE
GAME-F-OTHER,Generalization,Fresh equal-cell effect for frozen Other opponent family.,VERIFIED,paper/data/fresh_confirmation/raw/Matched1.json; paper/data/fresh_confirmation/raw/Matched2.json; paper/data/fresh_confirmation/raw/Matched3.json; paper/data/fresh_confirmation/raw/Matched4.json; paper/data/fresh_confirmation/raw/Broader1.json; paper/data/fresh_confirmation/raw/Broader2.json; paper/data/fresh_confirmation/raw/Broader3.json; training/evaluate_deterministic_crn.py; artifacts/sprint_870/opponents/Broader1/agent/search.py; artifacts/sprint_870/opponents/Broader1/main.py; artifacts/sprint_870/opponents/Broader2/ptcg_ai/Broader2/search.py; artifacts/sprint_870/opponents/Broader2/main.py; vendor/cg/api.py; ptcg_ai/external.py,$.fresh_confirmation.by_opponent_family.Other,paper/aps-open-science-202608,c17434252deb8fdc3b42b2c12a58f18ca646215e,3c161a3d52c0e2ee383cb6b7493ad5ded03ab320097bb6b184a7a71d086407fb; b2d325adbfa752ea2ef05cc0e6c001ca5b2624e70aa5b3230fe61f16f2032370; c52c072d1df4dd6d8dfbbf668d2aeeee553a50b6cb12b0157a523b1d9b2b9734; 1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef; a25e535548268f23ec364de322a5b42566da35a4b0ada4eb6b6f3bf375457ab7; 3892c62c01a04a8b8c24a2d824827096c72ba7b543a97407e763d53b0dd0bac1; e414b58f370c6457e36dcd145c6dbbad80a2fad178ce3112a01fc533ca25bb65; fa60021b0906401aeb2c7c33e0f65f586eff256d83d689d688a86a40480e1341; 658ed0280ed70bad423d39b35a19a79491518fbbf2a82996ac9ac00d90204b6a; 7ce106340de055db14e283bf692d10d4ebbaff136d2825caa84c377175376537; 14fdb20b672aa16a6f7d02a1b923f4194d44c26f082ddddb288e729f64c2c291; 4f7dd46f778e75bc9d865619f2577129ab4ad4ae643a41e4b4876297760bbb5c; 593f1298e52a635f90f8f505a52113e9af114f444c293404e37906f18ee06ced; f18294f2e1ee60630fdcc8a63422aa1115365a0b31edeb4ffa6079a270944283,paper/scripts/analyze_results.py,"+1.33 pp; CI [-1.58, +4.17]",percentage points,1200,paired bootstrap averaged across family/order cells,"Family is a fixed engineering grouping, not a random sample. The raw evaluator serializes hashes, workers, seeds, orders, seats, outcomes, and errors, but not max-decisions or opponent environment. The committed protocol and frozen runner command specify max-decisions=2000 and NO_SEARCH=1 for Broader 3; those two settings are not independently recoverable from rows. Candidate and control share the scheduled gameplay-engine seed, opponent, actual order, and physical seat, but execute as separate process-pool tasks. Search-enabled Broader1 and Broader2 use wall-clock deadlines and process-local native search state, so opponent-search randomness and runtime were not coupled. The paired-resampling interval and McNemar calculation are conditional on this one realized execution and do not capture run-to-run timing/native-state variation or cross-game worker dependence.",INCLUDE
