experiment,candidate_hash,control_hash,opponent,opponent_family,opponent_role,opponent_hash,seed,pair_index,actual_order,physical_seat,candidate_outcome,control_outcome,candidate_win,control_win,candidate_draw,control_draw,candidate_error,control_error,candidate_opponent_error,control_opponent_error,latency_candidate_ms,latency_control_ms,source_artifact,source_sha256
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233029,29,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233030,30,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233031,31,first,1,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233032,32,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233033,33,first,1,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233034,34,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233035,35,first,1,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233036,36,first,0,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233037,37,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233038,38,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233039,39,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233040,40,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233041,41,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233042,42,first,0,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233043,43,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233044,44,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233045,45,first,1,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233046,46,first,0,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233047,47,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233048,48,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233049,49,first,1,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233050,50,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233051,51,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233052,52,first,0,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233053,53,first,1,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233054,54,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233055,55,first,1,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233056,56,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233057,57,first,1,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233058,58,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233059,59,first,1,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233060,60,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233061,61,first,1,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233062,62,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233063,63,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233064,64,first,0,loss,loss,0,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233065,65,first,1,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233066,66,first,0,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233067,67,first,1,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233068,68,first,0,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233069,69,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233070,70,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233071,71,first,1,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233072,72,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233073,73,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233074,74,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233075,75,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233076,76,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233077,77,first,1,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233078,78,first,0,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233079,79,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233080,80,first,0,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233081,81,first,1,win,win,1,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233082,82,first,0,win,loss,1,0,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
fresh_confirmation,83489e0c80c631763c65375d2a7a34d28d6aa9fbb1d11e89d130c83b1e27f1c0,13426288358d597ead809e45c364c7f7b9274a6eebf55ddd942142e3326535c3,replay_refresh,Grim,internal_learned,30e45955b67893514c8ee077cac15d46fc207efe781cbce1b94242defda4cbdc,202608233083,83,first,1,loss,win,0,1,0,0,0,0,0,0,,,paper/data/fresh_confirmation/raw/grim_replay_refresh.json,1c31c89df874ba793112922026db322a2c24c30341b7d71b9562e87982e081ef
